JobTitle	BasePay	OvertimePay	OtherPay	Benefits	TotalPay	TotalPayBenefits	Year	Status
Painter	90801	40665	31331	45350	83486.36	114719.61	2014	FT
Program Specialist	96046	20581	7	47729	82796.97	114709.73	2014	FT
Librarian 1	95045	3	10093	47692	82786.98	114690.93	2014	FT
Planner 2	95556	3	7	50709	82051.04	114687.16	2014	FT
Librarian 1	94479	50780	26887	47301	82875.99	114681.19	2014	FT
Firefighter	78914	7843	48507	43327	84035.57	114677.26	2014	FT
Plumbing Inspector	95200	13261	50159	36179	85920.33	114671.18	2014	PT
Estate Investigator	95559	3	7	50647	82052.01	114669.49	2014	FT
Attorney (Civil/Criminal)	99767	3	66455	28788	87611.22	114667.29	2014	PT
Estate Investigator	95564	3	7	50629	82052.06	114665.61	2014	FT
EMT/Paramedic/Firefighter	88074	59136	16844	44408	83687.41	114658.05	2014	FT
Medical Records Tech Sprv	94590	17688	27653	46414	83085.37	114651.91	2014	FT
Program Specialist	96048	3	5473	47839	82704.02	114643.49	2014	FT
Social Work Specialist	96051	3	3765	47830	82699.05	114635.88	2014	FT
Transit Operator	70402	18959	75448	49232	82342.97	114624.71	2014	FT
Personnel Analyst	95662	54254	7	47332	82806.61	114620.7	2014	FT
Electrical Transit System Mech	95366	50775	76119	47757	82698.28	114617.44	2014	FT
Pharmacy Technician	93830	21374	78759	46269	83086.46	114607.23	2014	FT
Program Specialist	96051	3	75627	47804	82669.05	114599.74	2014	FT
Licensed Vocational Nurse	86717	42200	60291	47211	82799.69	114587.22	2014	FT
HSA Sr Eligibility Worker	88292	60301	13498	42673	84100.73	114575.38	2014	FT
Transit Operator	72682	6101	52271	56942	80411.34	114567.9	2014	FT
Transit Supervisor	83920	49636	55754	54778	80917.1	114560.68	2014	FT
Transit Operator	65753	25880	59690	42934	84019.59	114557.89	2014	FT
Transit Operator	77361	5800	44530	50964	81849.27	114555.4	2014	FT
Eligibility Worker Supervisor	96047	3	49443	47768	82629.01	114550.51	2014	FT
Deputy Probation Officer	97411	3	7	41975	84287.52	114548.67	2014	FT
Counselor, Juvenile Hall	78316	16761	33602	30481	87097.29	114533.16	2014	FT
Librarian 1	95321	3	76244	47751	82610.29	114527.95	2014	FT
Truck Driver	92942	3	43459	47747	82608.01	114524.47	2014	FT
Pharmacy Technician	93782	30839	27653	45726	83162.36	114519.6	2014	FT
Nursing Assistant	80769	14385	79251	36559	85661.23	114510.62	2014	FT
Firefighter	78913	5622	55826	43228	83888.74	114506.22	2014	FT
Program Specialist	96053	3	7	47736	82589.07	114503.59	2014	FT
Program Specialist	96053	3	7	47734	82589.07	114503.15	2014	FT
Social Work Specialist	96051	3	7	47734	82589.05	114503.13	2014	FT
Social Work Specialist	96052	3	7	47729	82589.06	114501.82	2014	FT
Program Specialist	96050	3	7	47729	82589.04	114501.8	2014	FT
Program Specialist	96050	3	7	47729	82589.04	114501.8	2014	FT
Eligibility Worker Supervisor	96049	3	7	47729	82589.03	114501.79	2014	FT
Program Specialist	96048	3	7	47729	82589.02	114501.78	2014	FT
Program Specialist	96047	3	7	47729	82589.01	114501.77	2014	FT
Contract Compliance Officer 1	95580	3	7	49856	82060.51	114492.06	2014	FT
Transit Supervisor	84005	50339	60417	51215	81716.67	114487.15	2014	FT
EMT/Paramedic/Firefighter	86125	51926	58416	43494	83775.87	114467.01	2014	FT
Deputy Probation Officer	98341	3	7	37487	85387.68	114466.63	2014	PT
Truck Driver	87656	59062	32837	42436	84061.54	114464.68	2014	FT
Licensed Vocational Nurse	86628	50479	56203	43977	83634.87	114458.83	2014	FT
Patient Care Assistant	80768	4464	57599	39950	84711.77	114451.09	2014	FT
Maintenance Machinist	94791	63311	64679	50076	81964.62	114447.53	2014	FT
Sr. Community Devl Spc 1	96005	3	7	47716	82535.28	114445.5	2014	FT
Senior Physician Specialist	93354	3	5436	17984	91188.83	114437.46	2014	PT
Truck Driver	92949	41738	39258	47352	82616.26	114436.63	2014	FT
Pharmacy Technician	93782	23270	66386	46165	82941.7	114435.27	2014	FT
Police Officer	93235	20637	1099	47096	82667.09	114420.52	2014	FT
Medical Social Worker	94433	3	816	50457	81842.64	114416.54	2014	FT
Electrical Transit System Mech	95368	3	70184	47641	82520.02	114414.17	2014	FT
Transit Operator	76874	26548	24498	15366	93018.34	114397.76	2014	FT
Librarian 1	94964	3	4988	47426	82547.25	114385.85	2014	FT
Librarian 1	95325	3	70556	47620	82495.07	114383.78	2014	FT
Registered Nurse	91316	40407	63110	27698	87545.19	114380.16	2014	PT
Carpenter	94485	416	6800	45502	83077.33	114367.21	2014	FT
Program Specialist	91554	3	53829	47607	82466.04	114352.61	2014	FT
Gardener	73270	14045	56119	36769	85444.77	114341.44	2014	FT
Stationary Engineer	92615	3	44495	47616	82440.23	114328.59	2014	FT
Transit Operator	72182	16258	40167	51376	81507.15	114319.27	2014	FT
Maintenance Machinist	95370	3	64679	47588	82430.04	114311.43	2014	FT
Librarian 1	95325	3	66386	47561	82421.07	114297.18	2014	FT
Accountant III	95259	3	7	50361	81742.21	114288.8	2014	FT
Patient Accounts Asst Sprv	87906	64061	66386	41800	84068.42	114284.52	2014	FT
Registered Nurse	99502	3	68100	30940	86725.76	114270.11	2014	PT
Dietitian	95730	3	27653	47407	82430.01	114264.29	2014	FT
Transit Operator	73219	52	61879	59425	79545.15	114259.54	2014	FT
Social Work Specialist	95879	3	7	47523	82367.58	114233.12	2014	FT
Special Nurse	6115	24979	47722	2068	113101.63	114232.66	2014	PT
Pharmacy Technician	89408	61419	45117	39962	84484.76	114227.86	2014	FT
Transit Operator	75272	9584	53964	58792	79658.68	114224.5	2014	FT
Transit Operator	77193	63425	48449	61642	78915.97	114198.96	2014	FT
EMT/Paramedic/Firefighter	84523	50930	73603	39516	84573.07	114192.16	2014	PT
Transit Operator	78494	54917	57331	63932	78283.68	114189.09	2014	FT
Psychiatric Technician	75071	11221	67109	32233	86324.36	114170.49	2014	PT
Accountant III	95819	3	7	47542	82300.01	114170.05	2014	FT
Transit Operator	65048	25665	59632	44107	83295.44	114167	2014	FT
Medical Social Worker	90007	3	65731	46581	82561.51	114166.05	2014	PT
Performance Analyst II	95308	3	7	49612	81787.9	114165.2	2014	FT
Senior Administrative Analyst	104444	3	7	15219	92897	114153.21	2014	FT
IS Business Analyst-Senior	95797	3	7	47530	82281.51	114148.34	2014	FT
Biologist	96872	3	7	42881	83620.05	114145.89	2014	PT
Transit Operator	77170	54371	63059	63580	78331.37	114143.45	2014	FT
Registered Nurse	85527	35725	2446	32716	86180.39	114131.01	2014	PT
Social Work Supervisor	94747	3	22369	45059	82981.73	114128.45	2014	FT
Pharmacy Technician	93783	34163	76842	40862	84136.87	114122.26	2014	FT
Watershed Keeper Supervisor	89676	58456	7	42701	83631.69	114112.61	2014	FT
Central Processing & Dist Tech	83096	61633	63081	41328	84025.93	114109.77	2014	FT
Librarian 1	95007	3	78513	47225	82308.65	114100.13	2014	FT
Social Work Specialist	95805	3	7	47273	82291.9	114092.22	2014	FT
Water Quality Technician	82283	3	21671	31618	86385.4	114090.35	2014	PT
Environmental Spec	96072	3	7	46138	82605.65	114088.48	2014	FT
Painter	90803	56831	53220	46971	82360.97	114076.79	2014	FT
Transit Supervisor	87312	19256	69469	46855	82386.7	114069.32	2014	FT
Legal Secretary 2	95732	3	7	47409	82230.03	114064.33	2014	FT
Senior Administrative Analyst	95274	3	7	49328	81762.33	114064.26	2014	FT
Personnel Analyst	95717	3	7	47414	82219.39	114054.99	2014	FT
Automotive Machinist	93431	9960	64679	49115	81797.84	114047.25	2014	FT
Deputy Sheriff	94966	3	42058	38886	84600.99	114044.35	2014	PT
Eligibility Worker Supervisor	94517	53358	175	46141	82551.22	114034.59	2014	FT
Water Service Inspector	95094	3	24653	49356	81714.23	114027.98	2014	FT
Truck Driver	92941	63816	30278	46777	82357.28	114018.25	2014	FT
Transit Operator	77003	58305	57694	62618	78450.96	113996.1	2014	FT
HSA Sr Eligibility Worker	88301	61388	68278	42124	83654.16	113959.78	2014	FT
Registered Nurse	94537	37206	59359	19578	89784.4	113953.86	2014	PT
Automotive Service Worker	72213	65812	2710	41245	83865.42	113924.44	2014	FT
Public SafetyComm Disp	87173	40821	68238	40034	84156.61	113921.99	2014	PT
Administrative Analyst	94993	3	7	50062	81436.53	113916.48	2014	FT
Wharfinger 2	94559	47854	83988	45897	82490.21	113902.2	2014	FT
Attorney (Civil/Criminal)	95964	3	175	42371	83491.02	113875.04	2014	PT
Painter	90802	47379	69345	44127	82990.41	113869.56	2014	FT
Psychiatric Social Worker	96802	3	7	42188	83533.31	113860.33	2014	FT
Estate Investigator	95564	3	7	47249	82052.06	113849.03	2014	FT
Estate Investigator	95565	3	7	47239	82052.08	113847.3	2014	FT
Estate Investigator	95561	3	7	47239	82052.03	113847.25	2014	FT
Estate Investigator	95561	3	7	47239	82052.03	113847.25	2014	FT
Estate Investigator	95559	3	7	47238	82052.01	113847.22	2014	FT
Transit Operator	78942	55635	46554	65683	77404.62	113832.29	2014	FT
Painter	90802	44615	564	44349	82866.01	113821.19	2014	FT
Transit Operator	72613	9354	35692	54787	80161.86	113808.43	2014	FT
Comm Pol Svcs Aide Supervisor	89680	38859	38264	44879	82707.66	113803.46	2014	FT
Rehabilitation Svcs Coord	95925	3	38987	44783	82727.28	113794.03	2014	FT
Park Section Supervisor	95056	51137	7	46837	82092.27	113768.81	2014	FT
Special Nurse	4728	45081	59309	1978	112624.72	113750.94	2014	PT
IT Operations Support Admn III	91786	3	47713	47179	81971.66	113750.5	2014	FT
Special Nurse	2327	44692	52332	1979	112622.86	113749.13	2014	PT
Stationary Engineer	92253	33482	71667	45249	82518.76	113723.71	2014	FT
Truck Driver	92942	48267	31320	46839	82040.16	113717.13	2014	FT
General Laborer	70191	16529	59862	35283	85185.06	113715.57	2014	FT
Park Section Supervisor	91358	46550	71727	44116	82837.14	113711.94	2014	FT
Transit Operator	66242	19219	43727	46302	82174.69	113703.11	2014	FT
Asst Engr	95306	3	43192	46517	82111.94	113701.26	2014	PT
Transit Operator	73759	10461	63362	57114	79492.46	113691.35	2014	FT
IS Programmer Analyst-Senior	93892	3	3564	49882	81248.66	113686.32	2014	FT
Legislative Assistant	94837	3	7	49638	81299.94	113683.06	2014	FT
Transit Operator	73180	10125	21380	54445	80104.74	113670.38	2014	FT
Transit Operator	76367	60313	50166	63870	77773.76	113664.6	2014	FT
Librarian 1	92304	3	35743	49860	81229.61	113662.59	2014	FT
Automotive Machinist	93431	1302	64679	49106	81410.35	113655.88	2014	FT
Utility Analyst	95411	3	7	47126	81886.5	113648.92	2014	FT
Sr Payroll & Personnel Clerk	93683	3	15694	48831	81467.76	113643.31	2014	FT
Psychiatric Social Worker	102396	3	66386	17326	90809	113634.99	2014	FT
Transit Operator	75388	6199	23282	57120	79422.73	113622.71	2014	FT
Parking Control Officer	66962	26418	19394	29491	86404.61	113607.56	2014	FT
Transit Supervisor	87998	41375	47514	45710	82248.28	113601.21	2014	FT
Transit Operator	69892	19244	38893	47828	81647.54	113584.13	2014	FT
Eligibility Worker Supervisor	93866	20548	7	45805	82197.21	113580.72	2014	FT
General Laborer	72130	19165	74095	40309	83735.05	113573.52	2014	FT
HSA Sr Eligibility Worker	88288	56591	12977	42650	83093.71	113563.64	2014	FT
Parking Control Officer	66529	26645	22334	29018	86440.62	113547.45	2014	FT
Librarian 1	95323	3	7	47048	81797.05	113536.83	2014	FT
Librarian 1	95319	3	7	47047	81797.01	113536.76	2014	FT
Central Processing & Dist Tech	82448	65476	57357	39582	83863.95	113501.87	2014	FT
Transit Operator	75981	3278	32582	58543	78988.43	113497.21	2014	FT
Counselor, Juvenile Hall	75072	19232	17531	29433	86280.11	113474.07	2014	FT
HSA Sr Eligibility Worker	80128	12060	73431	39614	83822.85	113470.71	2014	FT
Glazier	93166	3	31565	46956	81743.35	113454.6	2014	FT
Transit Operator	75168	7075	15394	56472	79400	113440.84	2014	FT
Asst Engr	92483	27801	7	47833	81502.68	113439.94	2014	FT
Special Nurse	2737	38813	52294	1938	112313.84	113436.99	2014	PT
Licensed Vocational Nurse	86717	64596	79251	40834	83450.79	113430.45	2014	FT
Transit Supervisor	89452	34952	42018	45002	82292.52	113418.95	2014	FT
Transit Operator	76447	4319	19429	58117	78977.16	113397.69	2014	FT
Pr Payroll & Personnel Clerk	94592	3	7	49609	81005.04	113381.62	2014	FT
Employment & Training Spec 3	94589	3	7	49609	81005.01	113381.59	2014	FT
Assistant Chief Attorney 1	71381	3	43270	10527	95804.72	113365.46	2014	PT
Transit Operator	75996	65649	37388	62094	77954.36	113361.7	2014	FT
IS Programmer Analyst	94555	3	7	49576	80974	113343.5	2014	FT
Employment & Training Spec 3	94593	3	66386	46924	81629.05	113331.86	2014	FT
Medical Records Tech Sprv	94590	3	66386	46924	81629.02	113331.83	2014	FT
Painter	90801	47665	24652	43807	82557.15	113331.08	2014	FT
Eligibility Worker Supervisor	83487	59302	52435	44443	82339.93	113321.69	2014	FT
Truck Driver	86245	16590	72474	45855	81912.29	113311.37	2014	FT
Painter	90561	13304	43706	45784	81928.89	113303.5	2014	FT
Senior Physician Specialist	97653	3	51337	20180	88790.54	113300.27	2014	PT
Automotive Machinist	93431	55514	9406	46463	81719.8	113298.43	2014	FT
Automotive Mechanic	77268	54299	6922	36196	84530.05	113285.36	2014	PT
Transit Operator	74734	63275	54744	60101	78410.82	113279.67	2014	FT
Administrative Analyst	95127	3	7	46935	81569.02	113275.41	2014	FT
Arborist Technician	93117	24877	20741	45441	82006.16	113268.92	2014	FT
Transit Operator	73684	9540	10259	54572	79666.77	113260.62	2014	FT
Program Specialist	93791	3	15679	46883	81553.03	113245.55	2014	FT
Licensed Vocational Nurse	86700	39624	59221	44434	82260.76	113238.96	2014	FT
Special Nurse	97921	3	14506	5585	99496.03	113234.33	2014	PT
Transit Operator	76517	46212	69079	64031	77298.66	113233.21	2014	FT
Planner 2	95101	3	7	46869	81533.2	113219.92	2014	FT
Librarian 1	92048	3	34074	49490	80864.56	113212.96	2014	FT
HSA Emp & Training Spec II	92720	37694	29797	46626	81593.18	113209.22	2014	FT
Accountant III	94473	3	7	49488	80852.01	113199.92	2014	FT
Psychiatric Technician	86032	28062	70409	44748	82135.37	113187.98	2014	FT
Sprv Clincal Psychologist	97763	3	7	35034	84710.95	113186.2	2014	PT
Automotive Machinist	93431	9000	64679	45965	81747.25	113178.68	2014	FT
Stationary Engineer	92252	17903	68918	48125	81168.41	113170.27	2014	FT
Transit Operator	72393	13689	47666	51782	80239.52	113157.44	2014	FT
Medical Social Worker	93730	3	22952	45722	81791.31	113147.24	2014	PT
HSA Sr Eligibility Worker	88288	61294	7	41597	82974.57	113138.52	2014	FT
Stationary Engineer	91647	33656	32194	46848	81454.43	113134.78	2014	FT
Pharmacy Technician	93783	3	13373	46790	81463	113129.47	2014	FT
Truck Driver	92942	27616	26931	46629	81509.75	113126.93	2014	FT
Engineering Associate 2	95002	3	7	46799	81446	113114.43	2014	FT
HSA Sr Eligibility Worker	88290	61124	7	41597	82923.67	113087.62	2014	FT
Transit Operator	76287	2955	26117	58327	78613.01	113078.92	2014	FT
Transit Supervisor	89092	28631	47387	45365	81838.15	113075.36	2014	FT
Registered Nurse	83289	57597	7674	18458	89519.43	113072.84	2014	PT
Transit Operator	68875	18613	56903	49591	80695.85	113068.82	2014	FT
Public SafetyComm Disp	92016	28757	29889	40266	83242.37	113068.5	2014	PT
Nursing Assistant	80767	11835	79251	36544	84212.3	113058.76	2014	FT
Transit Operator	68907	18048	10331	47520	81190.09	113055.41	2014	FT
Maintenance Machinist	93885	24341	64679	48303	80978.72	113023.7	2014	FT
Accountant III	94363	3	7	49360	80702.02	113016.45	2014	FT
Truck Driver	92942	3	29084	46720	81367.51	113013.61	2014	FT
Automotive Machinist	93431	49467	5499	46358	81463.21	113011.9	2014	FT
Senior Benefits Analyst	94357	3	7	49343	80694.22	113002.51	2014	FT
Speech Pathologist	97904	3	134	32850	84992.67	112979.46	2014	PT
HSA Emp & Training Spec II	92722	3	31485	46702	81335.02	112976.09	2014	FT
Transit Operator	77672	55647	52487	62523	77448.53	112970.83	2014	FT
Registered Nurse	93566	25801	59310	31287	85340.99	112970.4	2014	PT
Transit Operator	75577	1777	27531	60937	77870.87	112957.14	2014	FT
Transit Operator	68754	20143	39333	46236	81435.68	112948.79	2014	FT
Architectural Assistant 1	90611	47943	7	43493	82246.99	112937.92	2014	FT
Truck Driver	92945	46325	18363	46345	81383.08	112926.09	2014	FT
EMT/Paramedic/Firefighter	87598	54258	20633	43718	82173.88	112924.99	2014	FT
Transit Operator	75967	63609	45362	60139	78034.54	112911.77	2014	FT
Cook	72453	16641	39066	34556	84493.31	112856.71	2014	FT
Transit Operator	75008	5224	22299	56692	78744.64	112840.49	2014	FT
Health Care Analyst	94251	3	7	49228	80552	112832.95	2014	FT
Painter	90802	51946	45322	46215	81314.69	112821.35	2014	FT
Pr Payroll & Personnel Clerk	94550	30450	7	46369	81256.12	112807.98	2014	FT
Transportation Planner II	95314	3	7	44500	81790.45	112786.87	2014	FT
Hospital Eligiblity Worker	88292	36192	47212	44348	81819.29	112774.32	2014	FT
Special Nurse	3826	6371	55202	1847	111650.47	112766.98	2014	PT
Assistant Const Inspector	94240	3	7	48992	80544.8	112764.34	2014	FT
Pile Worker	93978	3	41259	38784	83347.83	112761.82	2014	PT
Firefighter	78913	7447	36892	41458	82632.82	112755.81	2014	FT
Transit Operator	70502	4504	60017	54729	79116.53	112747.13	2014	FT
Stationary Engineer	90862	58438	7	32515	84832.46	112735.88	2014	FT
Automotive Machinist	93431	3	12138	46566	81131.2	112731.2	2014	FT
HSA Sr Eligibility Worker	88291	48346	30619	43326	82085.84	112727.38	2014	FT
Asst Engr	94151	3	7	49173	80457	112721.54	2014	FT
Public SafetyComm Disp	83345	59305	71309	31868	84956.55	112718.22	2014	PT
Estate Investigator	94761	3	7	46136	81233.85	112715.98	2014	FT
Transit Operator	77250	60385	44277	61201	77548.3	112704.79	2014	FT
Registered Nurse	91833	23155	43611	36596	83838.25	112697.1	2014	PT
Transit Operator	73089	1439	50075	57220	78473.47	112694.33	2014	FT
Mayoral Staff IX	87563	3	7	72916	73895	112688.96	2014	FT
Management Assistant	94651	3	7	46485	81086.43	112669.05	2014	FT
Automotive Mechanic	92158	11585	67465	47969	80687.96	112662.23	2014	FT
Transit Operator	68917	16982	16161	47710	80746.67	112654.52	2014	FT
Registered Nurse	90474	44107	51146	28383	85660.79	112646	2014	PT
Transit Operator	75191	583	39669	58421	78160.96	112644.91	2014	FT
Transit Operator	79724	59343	28904	62132	77210.05	112627.7	2014	FT
Automotive Mechanic	92159	8573	72561	48038	80625.54	112620.92	2014	FT
Automotive Machinist	93431	12550	5499	46358	81069.2	112617.89	2014	FT
Transit Operator	54069	38135	44734	23125	86982.26	112608.94	2014	PT
Asst Engr	91869	1859	7807	48295	80561.65	112605.31	2014	FT
Senior Personnel Analyst	94540	3	7	46727	80951.6	112600.8	2014	FT
Automotive Machinist	93433	3	8740	46440	81011.97	112585.2	2014	FT
Pharmacy Technician	93783	41257	66386	46165	81088.12	112581.69	2014	FT
Stationary Engineer	92252	23099	60930	45112	81408.82	112572.43	2014	FT
Employment & Training Spec 3	94592	3	7	46415	81005.04	112571.59	2014	FT
Employment & Training Spec 3	94589	3	7	46413	81005.01	112571.54	2014	FT
Pr Payroll & Personnel Clerk	94590	3	7	46407	81005.02	112568.1	2014	FT
Stationary Engineer	92252	30644	7	44728	81506.59	112554.16	2014	FT
Senior Parking Control Officer	80987	9863	6934	37071	83574.65	112548.45	2014	FT
IS Programmer Analyst	94558	3	7	46393	80974.04	112533.8	2014	FT
IS Business Analyst-Assistant	94555	3	7	46393	80974	112533.76	2014	FT
Program Specialist	92977	47967	8010	46096	81053.47	112525.09	2014	FT
Librarian 1	93898	3	1014	45630	81184.37	112516.5	2014	FT
Institutional Police Officer	84572	37927	74035	40667	82583.16	112509.93	2014	FT
HSA Emp & Training Spec II	92722	3	24292	46375	80940.02	112493.22	2014	FT
Customer Service Agent Supv	87797	55730	5242	42156	82160.62	112478.4	2014	FT
Stationary Engineer	85852	47727	53196	42411	82075.51	112472.73	2014	PT
Legislative Assistant	94130	3	7	48297	80424.81	112468.62	2014	FT
Transit Operator	69860	17170	53588	47961	80491.95	112464.5	2014	FT
